,bucket,close,volume
0,2025-01-22 20:45:00.000 UTC,3264.1061354647386,21.907054090007534
1,2025-01-22 20:40:00.000 UTC,3264.9665028192626,192.58612104136583
2,2025-01-22 20:35:00.000 UTC,3266.2902898166726,427.89049906702456
3,2025-01-22 20:30:00.000 UTC,3275.000533952512,458.4573546683578
4,2025-01-22 20:25:00.000 UTC,3268.035158463418,153.2791774722956
5,2025-01-22 20:20:00.000 UTC,3266.435278688524,469.8976241031856
6,2025-01-22 20:15:00.000 UTC,3263.300712,167.70904548846536
7,2025-01-22 20:10:00.000 UTC,3263.247857992502,442.17132074168296
8,2025-01-22 20:05:00.000 UTC,3265.7656656716417,270.2504173632367
9,2025-01-22 20:00:00.000 UTC,3260.903,179.83046025122889
10,2025-01-22 19:55:00.000 UTC,3259.829976896552,269.30390843735705
11,2025-01-22 19:50:00.000 UTC,3265.0900172468896,359.1442774428767
12,2025-01-22 19:45:00.000 UTC,3268.955203521787,293.5197417908116
13,2025-01-22 19:40:00.000 UTC,3266.1838121694504,1269.3695026861285
14,2025-01-22 19:35:00.000 UTC,3270.9450089432275,426.795820328231
15,2025-01-22 19:30:00.000 UTC,3270.927724869582,516.8932653959988
16,2025-01-22 19:25:00.000 UTC,3269.3399782020306,148.7917201703849
17,2025-01-22 19:20:00.000 UTC,3266.2155676265065,853.5965392990877
18,2025-01-22 19:15:00.000 UTC,3265.475025507572,355.9246138367996
19,2025-01-22 19:10:00.000 UTC,3260.354942909384,353.35235159119003
20,2025-01-22 19:05:00.000 UTC,3254.036881842513,388.10119442992
21,2025-01-22 19:00:00.000 UTC,3251.4312462814614,774.7470474507069
22,2025-01-22 18:55:00.000 UTC,3248.901279134888,2772.0689304629364
23,2025-01-22 18:50:00.000 UTC,3267.2462615384616,226.9758857176071
24,2025-01-22 18:45:00.000 UTC,3272.342187682682,169.89169489697073
25,2025-01-22 18:40:00.000 UTC,3269.5251572,235.40113135823472
26,2025-01-22 18:35:00.000 UTC,3273.512139178972,317.6713100177331
27,2025-01-22 18:30:00.000 UTC,3272.803642442947,393.0075705009811
28,2025-01-22 18:25:00.000 UTC,3267.4162282255893,292.51847077622176
29,2025-01-22 18:20:00.000 UTC,3265.7776759565218,273.8418520792167
30,2025-01-22 18:15:00.000 UTC,3271.28660263196,839.8713197103971
31,2025-01-22 18:10:00.000 UTC,3281.1626267029974,178.23885763199493
32,2025-01-22 18:05:00.000 UTC,3281.873499676278,241.1976461554077
33,2025-01-22 18:00:00.000 UTC,3283.203176748466,453.1871565824281
34,2025-01-22 17:55:00.000 UTC,3283.1003291666666,31.81108097432172
35,2025-01-22 17:50:00.000 UTC,3282.7567684210526,91.73271493686092
36,2025-01-22 17:45:00.000 UTC,3281.976085512387,176.09262355193422
37,2025-01-22 17:40:00.000 UTC,3279.534613278577,393.1111008100928
38,2025-01-22 17:35:00.000 UTC,3279.6650877861525,144.27251598073855
39,2025-01-22 17:30:00.000 UTC,3280.469911974338,313.1011966220713
40,2025-01-22 17:25:00.000 UTC,3282.732310836063,89.75319206460404
41,2025-01-22 17:20:00.000 UTC,3283.7141163136093,148.8437253842839
42,2025-01-22 17:15:00.000 UTC,3282.7619156552664,308.9073850543676
43,2025-01-22 17:10:00.000 UTC,3275.2390288461543,669.2992828239933
44,2025-01-22 17:05:00.000 UTC,3280.491080028561,238.7546132773884
45,2025-01-22 17:00:00.000 UTC,3281.336304179914,460.5375886757886
46,2025-01-22 16:55:00.000 UTC,3278.465326714567,136.3651746361436
47,2025-01-22 16:50:00.000 UTC,3272.844116044681,62.78900107545135
48,2025-01-22 16:45:00.000 UTC,3274.508425434558,320.2749138948404
49,2025-01-22 16:40:00.000 UTC,3273.140255294722,487.3812654641499
50,2025-01-22 16:35:00.000 UTC,3282.2365959074905,228.76316814326967
51,2025-01-22 16:30:00.000 UTC,3275.2100274977643,504.57376100203896
52,2025-01-22 16:25:00.000 UTC,3276.386337119595,590.6823000136336
53,2025-01-22 16:20:00.000 UTC,3273.3739454303754,1719.2771258043354
54,2025-01-22 16:15:00.000 UTC,3271.620779346035,621.1251872717307
55,2025-01-22 16:10:00.000 UTC,3265.310220454771,1291.33628032068
56,2025-01-22 16:05:00.000 UTC,3270.2357829910097,1246.2577037600156
57,2025-01-22 16:00:00.000 UTC,3272.572144533834,935.7983697802264
58,2025-01-22 15:55:00.000 UTC,3279.5136713200136,314.93239885012423
59,2025-01-22 15:50:00.000 UTC,3287.93543513452,570.0404104928318
60,2025-01-22 15:45:00.000 UTC,3282.675071796186,464.3996253276126
61,2025-01-22 15:40:00.000 UTC,3282.583933923379,183.92451395383856
62,2025-01-22 15:35:00.000 UTC,3282.1375949696658,2893.8048679737058
63,2025-01-22 15:30:00.000 UTC,3277.846120080363,532.2458217807399
64,2025-01-22 15:25:00.000 UTC,3276.6544449402727,800.0155357849733
65,2025-01-22 15:20:00.000 UTC,3282.3327333333336,1380.5123975335118
66,2025-01-22 15:15:00.000 UTC,3293.758521665025,582.3954175639873
67,2025-01-22 15:10:00.000 UTC,3295.2975722445035,318.87885137567235
68,2025-01-22 15:05:00.000 UTC,3300.076617288152,792.0383418068939
69,2025-01-22 15:00:00.000 UTC,3295.691278981098,702.7369670641827
70,2025-01-22 14:55:00.000 UTC,3292.211633926989,1393.0504314763884
71,2025-01-22 14:50:00.000 UTC,3287.7421148121743,1041.6654783997467
72,2025-01-22 14:45:00.000 UTC,3279.661505485779,2180.142064616599
73,2025-01-22 14:40:00.000 UTC,3287.9231814485747,816.4353998392418
74,2025-01-22 14:35:00.000 UTC,3294.202592578954,1138.4512242142391
75,2025-01-22 14:30:00.000 UTC,3301.887294328173,1545.827340935174
76,2025-01-22 14:25:00.000 UTC,3305.224125946437,1115.8415298723212
77,2025-01-22 14:20:00.000 UTC,3290.995739781692,97.03954436193636
78,2025-01-22 14:15:00.000 UTC,3286.9342700504167,656.6885305164224
79,2025-01-22 14:10:00.000 UTC,3281.585,720.9460011787091
80,2025-01-22 14:05:00.000 UTC,3278.62548,654.9693475626676
81,2025-01-22 14:00:00.000 UTC,3282.1953988381506,1578.533354257071
82,2025-01-22 13:55:00.000 UTC,3283.85452,779.2245464361362
83,2025-01-22 13:50:00.000 UTC,3284.9662186897986,1005.7896480797287
84,2025-01-22 13:45:00.000 UTC,3291.6837757770904,584.9737066739474
85,2025-01-22 13:40:00.000 UTC,3304.025802161263,626.2598674625119
86,2025-01-22 13:35:00.000 UTC,3294.376319386341,5830.477434277956
87,2025-01-22 13:30:00.000 UTC,3300.437,318.17014886261194
88,2025-01-22 13:25:00.000 UTC,3302.388143369487,168.76999533004562
89,2025-01-22 13:20:00.000 UTC,3304.9316716122653,95.09914734244764
90,2025-01-22 13:15:00.000 UTC,3306.3806026169577,52.78011122929122
91,2025-01-22 13:10:00.000 UTC,3310.3890580389093,348.5003744609531
92,2025-01-22 13:05:00.000 UTC,3309.2093032400485,343.8638048065513
93,2025-01-22 13:00:00.000 UTC,3307.144539894888,582.0711675144299
94,2025-01-22 12:55:00.000 UTC,3315.26429,127.61674716474823
95,2025-01-22 12:50:00.000 UTC,3313.435953981149,28.20636751270388
96,2025-01-22 12:45:00.000 UTC,3313.109615384616,186.219901722012
97,2025-01-22 12:40:00.000 UTC,3315.917475,258.07104264868417
98,2025-01-22 12:35:00.000 UTC,3312.1964161206547,242.83784448181063
99,2025-01-22 12:30:00.000 UTC,3310.900171576013,177.33243609639413
